series,season,episode,episode_code,bool_response,explanation
ER,10,15,ERS10E15,No,
ER,10,16,ERS10E16,Yes,"There are several references that suggest the presence of racism or racial prejudice. First, there is a joke about a 'Big Black Lesbian' support group, which is both racially and sexually charged and is immediately called out as bigoted and homophobic. Later, Frank, while under sedation, reminisces about his army unit, saying 'Half of my unit was black. They were all cocky SOBs, just like you,' which invokes racial stereotypes and is met with a sarcastic response about 'some of your best friends.' Finally, after Frank's surgery, a character explicitly calls him 'a bigot,' confirming that racial prejudice is a known trait of his. These examples include both explicit and implicit references to racism and racial prejudice."
ER,10,17,ERS10E17,No,
ER,10,18,ERS10E18,Yes,"There are implicit references to racial and ethnic identity, such as the use of Spanish ('hija', 'lindo', 'mija'), and the presence of Latino family members. However, the most significant suggestion of racial or ethnic prejudice comes at the end, when Dr. Weaver (who is not a blood relative) is denied access to her son by Sandy's family, who say 'We're his blood relatives.' While this is not explicitly about race, it strongly implies issues of prejudice or discrimination based on family, ethnicity, or cultural background, especially given the context of a same-sex, interracial couple and the tension over parental rights. Additionally, the episode features a homeless man whose situation may reflect systemic inequalities, and there are references to military service and the lack of support for veterans, which can intersect with racial and social justice issues. Given these implicit references and the instructions to answer Yes if there is any doubt, the answer is Yes."
ER,10,19,ERS10E19,Yes,"There is an explicit discussion of race and racial prejudice when Dr. Pratt is accused of sexual harassment. During the conversation, another character says, 'Scared the big black doctor's gonna bend over the bed...' and Pratt responds, 'Don't you turn this into a race issue.' Pratt then says, 'When you're black, it's always an issue.' This exchange directly references the experience of racial bias and how race can affect perceptions and accusations. This is an explicit mention of racism and racial prejudice within the episode."
ER,10,20,ERS10E20,No,
ER,10,21,ERS10E21,Yes,"There are several implicit references to racial stereotypes and prejudice. For example, when discussing birth outcomes, a character says, 'Would you rather be born on the filthy dirt floor of a primitive mud hut in Central Africa, or in a modern hospital...?' This statement uses a negative stereotype about Africa and implies a racialized view of healthcare and living conditions. Additionally, the mention of 'Kivu' and 'Kinshasa' (locations in Africa) in a context that contrasts them with American medical care further implies racial and cultural bias. There is also a reference to a neighborhood (Morgan Taylor Homes) where a character jokes about needing 'an armored personnel carrier and a squad of Rangers' to visit, which can be read as an implicit stereotype about predominantly Black or marginalized communities being dangerous. These examples suggest the presence of racial prejudice and stereotypes, even if not explicitly discussed as racism."
ER,10,22,ERS10E22,Yes,"There are several implicit references to race and racial prejudice in the subtitles. For example, the phrase 'your DUI ghetto kid' is a stereotype that connects criminality and poverty to race, especially in the context of urban America. The discussion about growing up in Cabrini-Green versus Winnetka also invokes racial and socioeconomic disparities, as Cabrini-Green is a historically Black, low-income housing project, while Winnetka is an affluent, predominantly white suburb. The use of 'brother' in a context that is immediately rejected ('you sure as hell ain't my brother') can be read as a reference to racial identity. Additionally, the episode includes characters with ethnic surnames (e.g., Lopezes) and some discussion of systemic inequalities (e.g., court custody decisions referencing 'conservative judge' and 'heterosexual couple'), which may intersect with racial bias. There is also the use of 'ghetto' as a descriptor, which is often racially coded. While there are no explicit racial slurs, the presence of these stereotypes, coded language, and references to systemic inequalities suggest that the topic of racism or racial prejudice is at least implied."
ER,11,1,ERS11E01,No,
ER,11,2,ERS11E02,Yes,"There are several implicit and explicit references to racial and ethnic issues. The episode includes the story of Tesoro, a girl trafficked from Mexico, which involves themes of exploitation of immigrants and systemic inequalities faced by undocumented children. There are also scenes involving Neela and her family, who are South Asian immigrants, discussing cultural expectations and economic pressures, which touch on issues of ethnicity and immigrant experience. Additionally, there are moments where language barriers and assumptions about patients' backgrounds (e.g., Marta not speaking English, references to her 'aunt' keeping girls) imply racial and ethnic prejudice or stereotyping. The mention of organizations trafficking girls based on ethnicity further supports the presence of racial discrimination."
ER,11,3,ERS11E03,Yes,"There is an implicit reference to racial prejudice when Alex calls Luka a 'Slav bastard.' The term 'Slav bastard' is a derogatory ethnic slur aimed at Luka's Eastern European background, suggesting prejudice based on ethnicity. Additionally, the episode includes several moments where characters discuss their backgrounds and experiences (e.g., Neela mentioning she's 'not even American' and her difficulties finding work), which may imply challenges related to being an immigrant or outsider, sometimes connected to racial or ethnic bias."
ER,11,4,ERS11E04,No,
ER,11,5,ERS11E05,No,
ER,11,6,ERS11E06,No,
ER,11,7,ERS11E07,No,
ER,11,8,ERS11E08,No,
ER,11,9,ERS11E09,Yes,"There are several references that imply issues of race and ethnicity. For example, the character Jing-Mei Chen is called by her Chinese name repeatedly and there is a tense exchange about Chinese cultural values regarding elders and euthanasia ('You're not Chinese.' 'Oh. So it's Chinese to euthanize your elders.' 'It's Chinese to respect them.'). This dialogue touches on cultural stereotypes and assumptions about Chinese people and their values. Additionally, Dr. Agbo is mentioned as a 'junior fella, sweaty palms,' and his name suggests he may be of African descent, though there is no explicit racial prejudice shown toward him in the text. There are also microaggressions and stereotypes present, such as the comment about Sikhs not having Christmas, which touches on assumptions about ethnicity and religion. While there are no explicit racial slurs or direct discussions of racism, the presence of these cultural references, stereotypes, and microaggressions means the topic is at least implied."
ER,11,10,ERS11E10,Yes,"There are several implicit and explicit references to race and racial stereotypes in these subtitles. For example, the phrase 'Hispanic panic' is a stereotype about Hispanic patients. There are multiple references to 'gang wars' and 'the 'hood,' which are often racialized in media. The line 'Scared of big black men, huh?' directly references racial perceptions and fear. There is also a scene where a character is called 'homey' and another says 'I bet you like hip-hop too. Mr. Cool Guy,' which are stereotypical associations with Black culture. These examples suggest the presence of racial prejudice and stereotypes, both in dialogue and characterization."
ER,11,11,ERS11E11,No,
ER,11,12,ERS11E12,No,
ER,11,13,ERS11E13,Yes,"There is an implicit reference to racial prejudice and bullying. In the case of Thomas, the injured child, Casey says, 'They had a thing about his clothes. I gave him my shirt yesterday, but they still wouldn't leave him alone.' The context suggests that Thomas was targeted and abused by a group of sixth graders for being different, and while race is not explicitly mentioned, the language and situation imply the possibility of racial or ethnic-based bullying or discrimination. Additionally, the episode includes discussions of systemic inequalities, such as references to county hospitals, funding issues, and demographic data collection, which can be related to racial disparities in healthcare. Given the instruction to answer 'Yes' if there is any doubt, the answer is Yes."
ER,11,14,ERS11E14,No,
ER,11,15,ERS11E15,Yes,"There is an explicit reference to racial prejudice when Morris accuses a black patient of looting during a riot, and Pratt calls him out for making assumptions about 'every black kid here.' This exchange directly addresses racial bias and stereotyping in the ER setting. Additionally, the episode includes a scene where a child pretends an adult is his father, possibly implying issues around family structure and social services in a 'crappy neighborhood,' which could be interpreted as touching on systemic inequalities often associated with race and ethnicity."
ER,11,16,ERS11E16,Yes,"There are several implicit references to race and ethnicity throughout the subtitles. Michael Gallant refers to himself as 'the tall, good-looking black guy,' which is an explicit mention of race. There are also discussions about the treatment of Iraqi civilians versus U.S. soldiers, with policies that restrict care for non-Americans and dialogue about the lack of resources for local hospitals, which can be seen as systemic inequalities based on nationality and, implicitly, ethnicity. Additionally, the mention of 'good Iraqi or bad Iraqi' and the suspicion about 'human bombs' reflect prejudices and stereotypes about Iraqis. These elements together suggest the presence of racial and ethnic prejudice and systemic discrimination."
ER,11,17,ERS11E17,Yes,"There are several implicit references to racism and racial prejudice in the subtitles. The episode discusses violence prevention programs in Chicago, with mentions of gun violence affecting children, particularly Victor Hopkins, who is bullied and shot at school, and whose mother feels compelled to give him a gun for protection. These situations often reflect systemic racial inequalities and stereotypes about violence in urban communities. The mention of the Ceasefire program and the dialogue about 'leveling the playing field' and 'stigmatizing violence' are often associated with efforts to address racial disparities in public health and safety. Additionally, the presence of an Iraqi mother and daughter seeking medical care and references to military service in Iraq may touch on issues of ethnicity, war, and prejudice. While the episode does not explicitly mention racism or use racial slurs, the context and situations described strongly imply the presence of racial prejudice and systemic discrimination."
ER,11,18,ERS11E18,Yes,"The episode contains both explicit and implicit references to racism, racial discrimination, and prejudice. The storyline involving Elena Tabajas and her son Santiago deals directly with issues of immigration, deportation, and the dangers faced by undocumented immigrants, including references to violence against suspected gang members in El Salvador. The episode also discusses systemic inequalities, such as lack of access to healthcare for uninsured and marginalized patients, and mentions the broken healthcare system, especially in underserved communities like Harlem and the South Bronx. There is also a discussion about late cancer diagnoses in certain communities, which implicitly references racial and socioeconomic disparities in healthcare access and outcomes. Additionally, microaggressions and stereotypes are present, such as the use of 'homey' and the discussion about panhandling and employment opportunities. All these elements suggest the presence of racism, prejudice, and systemic discrimination."
ER,11,19,ERS11E19,Yes,"While there are no explicit discussions of racism, racial discrimination, or racial prejudice in the subtitles, there are several moments that suggest implicit bias and potential microaggressions. For example, Mr. Rubadoux questions Dr. Rasgotra's credentials with 'You're a doctor? You got a high school diploma?' and later refuses care from her, which may imply prejudice based on her ethnicity or gender. There are also references to patients from marginalized backgrounds, such as panhandlers and residents of West Garfield (a neighborhood often associated with racial and socioeconomic challenges), and the involvement of Ceasefire, a violence prevention program typically focused on communities of color. The episode depicts systemic issues and attitudes that can be linked to racial bias, even if not overtly named. Given these implicit references, the answer is Yes."
ER,11,20,ERS11E20,Yes,"There are several implicit references to racism and racial prejudice. The sickle cell patient, Eugene, is described as a 'frequent flyer' who 'knows how to work the system,' which can reflect racial stereotypes about Black patients and pain medication seeking. Sickle cell disease disproportionately affects Black people, and the dismissive attitude toward his pain and medication needs is a known form of racial bias in healthcare. Additionally, the dialogue among some characters uses coded language and references to urban life, parties, and 'gigs,' which, in the context of ER, often implies racial and socioeconomic undertones. There are also moments where microaggressions and systemic inequalities are implied, such as the discussion about tenure and meritocracy, which can be tied to racial disparities in professional advancement, though not stated explicitly. Given these implicit cues, the topic is present."
ER,11,21,ERS11E21,Yes,"There are implicit references to race and the challenges faced by interracial families. For example, Kem describes her childhood as a 'novelty' because of her 'very white mother, my black father, with their little brown girl,' and notes 'it wasn't easy for them.' This suggests experiences with racial prejudice or discrimination. Additionally, there are references to Africa and the Congo, and some dialogue (e.g., Frank's dismissive 'Kenya, Congo. It's all mosquitoes...') could be interpreted as racially insensitive or stereotypical. These elements indicate that issues of race and racial dynamics are present in the episode."
ER,11,22,ERS11E22,No,
ER,12,1,ERS12E01,No,
ER,12,2,ERS12E02,Yes,"There are several moments that suggest the presence of racism or racial prejudice. One character makes a joke about Native American heritage ('If making jokes at the expense of those with Native American heritage...'), which is an explicit reference to racial/ethnic stereotyping. Additionally, there are interactions involving Dr. Pratt and another Black character (Drew Filmore) that, while not explicitly about race, may imply family tensions that could be related to racial identity, especially given ER's history of exploring such topics. There is also a reference to 'huddled together like prairie dogs' when discussing residents, which could be interpreted as a microaggression depending on the context and the racial makeup of the group. Given the instruction to answer Yes if there is any doubt, the episode contains enough explicit and implicit references to racism or racial prejudice."
ER,12,3,ERS12E03,No,
ER,12,4,ERS12E04,No,
ER,12,5,ERS12E05,Yes,"There are several implicit references to race and racial prejudice. The mention of 'CeaseFire' and Charlie Pratt's work with 'rehab houses for poor people' and running a basketball league for kids in a disadvantaged area suggests engagement with issues that often intersect with race and systemic inequality in urban settings. There is also a line 'Don't go Al Sharpton on his ass,' which is a direct reference to a prominent African American civil rights activist, used in a context that could be seen as dismissive or stereotypical. Additionally, the carjacking and violence described in Blaire's story, while not explicitly racial, is a scenario often depicted with racial undertones in media. The episode also features a diverse cast and some dialogue that touches on cultural backgrounds (e.g., Rasgotra's reference to Croatia and opportunities in Chicago), which can imply racial or ethnic dynamics. Given these elements, the topic of racism or racial prejudice is at least implied."
ER,12,6,ERS12E06,No,
ER,12,7,ERS12E07,No,
ER,12,8,ERS12E08,No,
ER,12,9,ERS12E09,Yes,"There is an explicit reference to racial prejudice and discrimination in the storyline involving K.J., a black teenager accused of theft. The chief of security assumes K.J. is the culprit without evidence, and the characters discuss how black people are unfairly targeted regardless of their behavior or achievements. Phrases like 'it always all comes down to the black check, doesn't it?' and 'cops pull you over for driving through a white neighborhood' directly address systemic racism and racial profiling. The episode includes both explicit discussion and implicit acknowledgment of racial bias and discrimination."
ER,12,10,ERS12E10,Yes,"There are several implicit and explicit references to race and racial prejudice in the subtitles. For example, Frank makes a dismissive comment about Kwanzaa ('What the hell is Kwanzaa anyway? Some made-up thing like Flag Day?'), which trivializes an African-American holiday and can be seen as racially insensitive. There is also a joke about buying kente cloth and salesgirls using it to wipe themselves, which references an African textile in a mocking way. The discussion about a PC holiday party because 'some employee complained that our company only celebrates Christmas' suggests underlying issues of inclusion and possibly racial or cultural bias. Additionally, there are references to neighborhoods being 'dangerous' and the shooting involving young people, which, in the context of ER, often implies racialized urban violence. These examples indicate that the topic of racism, racial discrimination, or racial prejudice is at least implied."
ER,12,11,ERS12E11,No,
ER,12,12,ERS12E12,Yes,"There are several explicit and implicit references to race and racial identity. For example, one character says, 'She's smart, beautiful, funny, black. Sorry, African-American. But I've never dated a sister before,' and another responds, 'Please don't say that.' This exchange directly references race and racial terminology, as well as discomfort and microaggressions around interracial dating and language. Additionally, a character asks for 'tips on dating black chicks,' and another responds, 'I'm not asking you because you're black,' which again brings up race and racial identity in interpersonal relationships. These moments suggest the presence of racial topics, including prejudice, stereotypes, and microaggressions."
ER,12,13,ERS12E13,No,
ER,12,14,ERS12E14,Yes,"There are explicit and implicit references to race and racism in the subtitles. For example, a character refers to another as a 'wetback boyfriend' and 'chimichanga', which are racial slurs directed at people of Latin American descent. There's also a discussion about an 'African-American girlfriend' being auctioned for 'rich white women to bid on', which references racial dynamics and stereotypes. Additionally, the beating of a homeless Black man by 'dumb kids' may implicitly reference racially motivated violence, and the discussion of blues musicians and family history touches on African-American cultural heritage."
ER,12,15,ERS12E15,Yes,"The subtitles contain explicit and implicit references to racism, racial discrimination, and systemic inequalities. The Darfur storyline discusses the genocide, referencing the government funding Arab militias to kill, rape, and displace black Africans, and directly states, 'When the faces are black, the world moves slow,' highlighting racial prejudice and the world's slow response to black suffering. The Janjaweed's attacks, the mention of New Orleans, Somalia, and Rwanda, and the depiction of refugees and systemic violence all point to racialized violence and discrimination. Additionally, in the U.S. hospital setting, there are references to a black suspect, a black doctor discussing the disproportionate suspicion and treatment of black men, and the line 'Million of brothers drive blue pickups,' which implicitly refers to racial profiling. These elements together indicate that the episode addresses racism and racial prejudice both explicitly and implicitly."
ER,12,16,ERS12E16,No,
ER,12,17,ERS12E17,Yes,"There are explicit references to racism and racial prejudice in the episode. For example, Mahir was beaten up at school after 9/11 for being Muslim and called a terrorist, which is a clear instance of racial/religious discrimination and prejudice. Additionally, the family's experience as immigrants trying to adjust and fit in, and the mention of seeking justice and freedom in a new country, implicitly touch on themes of systemic inequality and bias faced by ethnic minorities. The episode also discusses an 'honor killing,' which, while primarily a cultural issue, is often tied to ethnic and religious identity and can be associated with stereotypes and prejudice."
ER,12,18,ERS12E18,Yes,"There are several implicit references to racism and racial prejudice in the subtitles. The storyline involving Deshawn, a deaf Black teenager, shows police assuming he is a dangerous criminal, restraining him, and not realizing he is deaf or able to communicate via sign language. The police later apologize for mistaking his signing for gang signs, which is a clear example of racial profiling and prejudice. Additionally, there are subtle references to social and economic disparities, such as the mention of moving to a wealthy neighborhood as a result of a job, and the discussion of being a 'dirty little secret' in a family context, which may hint at issues of acceptance and possible prejudice. These elements together suggest the presence of racism and racial prejudice in the episode."
ER,12,19,ERS12E19,Yes,"The subtitles explicitly reference the Darfur conflict, mentioning mass killings, rape, and displacement of people on a political and massive scale, which is rooted in ethnic and racial violence. The term 'genocide' is used, and the Janjaweed militia is referenced, known for racially and ethnically motivated attacks. Additionally, there are discussions about internally displaced persons (IDPs) and the systemic inequalities faced by those in Darfur. These references clearly indicate the presence of racism, racial discrimination, and prejudice both explicitly and implicitly."
ER,12,20,ERS12E20,Yes,"The subtitles explicitly reference issues of racism and racial prejudice. For example, Pratt asks, 'Oh, Pratt, I expected so much more from you. Ah. - Why? Because I'm black? - No, because you are smart.' This exchange directly raises the issue of racial bias. Additionally, the episode is set in Darfur and depicts systemic inequalities, violence by the Janjaweed, and the struggles of aid workers and locals, which implicitly reference racial and ethnic conflict, discrimination, and prejudice. The mention of international aid being withdrawn, the reference to Katrina, and the depiction of the suffering of Darfur's population all point to systemic inequalities and racialized violence. There are also microaggressions and stereotypes discussed, such as the line 'They told you a brother was coming, you expected Marcus Garvey?' and references to being American and black, further suggesting the presence of racial themes."
ER,12,21,ERS12E21,No,
ER,12,22,ERS12E22,No,
ER,13,1,ERS13E01,No,
ER,13,2,ERS13E02,No,
ER,13,3,ERS13E03,Yes,"There are several references that suggest the presence of prejudice and discrimination, including explicit mentions of 'homophobes and bigots' and a character's family rejecting him for his sexuality. While these are focused on homophobia, there are also implicit references to racial issues: the mention of 'Rodney King all over again' alludes to police brutality and racial injustice, and the use of 'Obama gonna see this' references the then-prominent Black political figure, Barack Obama, in a context that may imply racial awareness or tension. Additionally, the episode includes characters from diverse backgrounds (e.g., Soledad Gutierrez, an immigrant from Guatemala) and touches on their struggles to adjust and find community, which can be associated with experiences of racial or ethnic prejudice. The presence of these references, both explicit and implicit, means the topic is mentioned or implied."
ER,13,4,ERS13E04,Yes,"There are several implicit references to race and ethnicity throughout the episode. For example, the character Luis Escobar is introduced with a Latino name and is treated as a trauma patient, but there is no overt racial prejudice in his medical care. More notably, there is a scene where Dr. Pratt says, 'I got a feeling the white mom's got a fracture,' which suggests awareness of racial identity in a context that could imply bias or stereotyping. Additionally, the use of phrases like 'dog boy' and the correction 'he's not my dog and he's not my boy. And we don't use the two together' may hint at sensitivity to language that could have racial undertones, especially given the history of such terms. The episode also includes scenes with nannies discussing their work for wealthy families, which often carries implicit racial and class dynamics, especially in urban settings like Chicago. While there are no explicit racial slurs or direct discussions of racism, the presence of these implicit references and the instruction to answer 'Yes' if there is any doubt leads to the conclusion that the topic is at least implied."
ER,13,5,ERS13E05,Yes,"There are several implicit references to racism and racial prejudice in the subtitles. For example, the conversation about the NBA includes stereotypes ('Now it's all a bunch of gangsters with tattoos. And cornrows.') which are racialized and invoke negative stereotypes about Black athletes. Additionally, there is dialogue referencing the South Side and the Gold Coast, which are Chicago neighborhoods often associated with racial and socioeconomic divides, and the way Dr. Pratt is questioned about his car and living situation implies assumptions based on race. These elements suggest the presence of racial prejudice and stereotyping, even if not the central focus of the episode."
ER,13,6,ERS13E06,Yes,"There is an implicit reference to racial prejudice when a character says, 'No, Neela's weird. Indian and Brit? Bad combination.' This comment references Neela's ethnicity and nationality in a negative, stereotypical way, suggesting racial bias or prejudice. Additionally, the episode includes a diverse cast and touches on issues of systemic inequality, such as lack of insurance and access to healthcare, which can be connected to racial disparities, though not explicitly stated as racial discrimination."
ER,13,7,ERS13E07,Yes,"There are several references that suggest the presence of racism, racial prejudice, or systemic racial inequalities. For example, the discussion about the National Health Plan and patients who can't afford care implies systemic inequalities that disproportionately affect racial minorities. The drug-exchange program at the church is described as helping people who can't afford medication, and Dr. Pratt points out that enalapril is not the first drug of choice for 'black folks with high blood pressure,' explicitly referencing racial disparities in healthcare. Additionally, the dialogue about the community being 'shackled by a system over which they have no control' and the presence of a predominantly Black church congregation further imply systemic racial issues. There are also microaggressions and potentially racially charged language (e.g., 'don't sir me, bitch,' 'young brother in the back,' and references to being treated 'like a stepchild'), which could be interpreted as implicit references to racial bias or prejudice."
ER,13,8,ERS13E08,No,
ER,13,9,ERS13E09,No,
ER,13,10,ERS13E10,Yes,"There are both explicit and implicit references to race and racial identity. For example, there's a line: 'Yeah. And you're not my only black friend,' which suggests awareness of racial dynamics and possibly tokenism. Additionally, there are moments where characters refer to each other as 'a brother taking his education seriously,' which is a racialized compliment. The episode also features Angela Gilliam and her daughter Danielle, who are Black, and the narrative includes their experiences, though the main trauma depicted is sexual assault and self-harm. While there are no overt acts of racial discrimination or use of racial slurs, the presence of racial identity and subtle references to race and racial relationships are present. Given the instructions to answer 'Yes' if there is any doubt, the answer is Yes."
ER,13,11,ERS13E11,No,
ER,13,12,ERS13E12,Yes,"There are several implicit references to race and ethnicity throughout the episode. For example, there is a conversation about role models where Oprah is suggested for Shaquita, which invokes racial stereotyping and assumptions about African American women. There's also mention of a 'sweet Mexican guy, Pablo,' which references ethnicity. The episode discusses patients and staff displaced by Hurricane Katrina, with references to New Orleans neighborhoods that are historically Black, and the struggles faced by survivors, which can imply systemic inequalities. The phrase 'Once you go black...' is a direct reference to race. Additionally, the church clinic dispensing medication is located on the South Side, a predominantly Black area in Chicago, and the investigation into the clinic may imply issues of access and systemic bias. While there are no explicit racial slurs or direct discussions of racism, these references collectively suggest the presence of racial topics, stereotypes, and systemic inequality."
ER,13,13,ERS13E13,No,
ER,13,14,ERS13E14,No,
ER,13,15,ERS13E15,Yes,"There are explicit and implicit references to racism and systemic racial inequalities. The topic of 'black-male incarceration' is directly mentioned and discussed as a sermon topic, implying awareness of racial disparities in the criminal justice system. There is a conversation about the lack of medical facilities in the inner city, specifically referencing 'black and brown people' who are underserved by the healthcare system, highlighting systemic inequalities. The episode also discusses the flawed healthcare system and the efforts to help marginalized communities, which are often racially coded. These references suggest the presence of racial prejudice and discrimination as topics in the episode."
ER,13,16,ERS13E16,No,
ER,13,17,ERS13E17,Yes,"The subtitles contain several explicit and implicit references to racism and racial prejudice. There are discussions about gang violence involving Black characters, references to growing up 'black and poor,' and a conversation where a white doctor asks a Black doctor to talk to a Black patient because of their shared race, which is called out as problematic. There are also references to stereotypes and assumptions about Black people and inner-city life, as well as a direct acknowledgment of the problematic nature of assuming all Black people relate to each other. These elements indicate the presence of racial prejudice and the topic of racism."
ER,13,18,ERS13E18,No,
ER,13,19,ERS13E19,No,
ER,13,20,ERS13E20,Yes,"There are several implicit references to race and racial prejudice. For example, the line 'They say white men can't jump, but he sure...' is a reference to a racial stereotype. The mention of 'That's what they told MLK in Los Angeles' alludes to the closure of Martin Luther King Jr. hospital, which has racial and systemic inequality implications. The phrase 'Old boys run around here' could be interpreted as referencing an 'old boys' network, which often has racial undertones in professional settings. Additionally, the presence of characters with ethnically identifiable names (e.g., Marquez, Kovac, Malik) and some dialogue about fitting in and not knowing how one fits in could imply issues of racial or ethnic identity. Given the instruction to answer Yes if there is any doubt, the answer is Yes."
ER,13,21,ERS13E21,No,
ER,13,22,ERS13E22,No,
ER,13,23,ERS13E23,Yes,"There are several implicit references to racism and racial prejudice in the subtitles. The episode discusses Homeland Security raising the threat level and the risk of terrorist activity, which is often associated with racial profiling and discrimination, especially post-9/11. There is mention of a character who served as an interpreter in Iraq, translating during interrogations where prisoners were beaten and tortured, many of whom were innocent and not listened to, suggesting systemic prejudice and dehumanization based on ethnicity. The episode also references the diversity of faces at a rally, 'faces of every different color,' which implies a focus on race and inclusion. While there are no explicit racial slurs or direct discussions of racism, these elements suggest the presence of racial prejudice and systemic inequalities."
ER,14,1,ERS14E01,No,
ER,14,2,ERS14E02,Yes,"There are several references that suggest the presence of racism or racial prejudice. The episode includes explicit mention of racial identity (e.g., 'Wow, black and Jewish. You're like County's own Sammy Davis, Jr.'), use of ethnic slurs ('All they see is another spic.'), and discussion of how the legal system does not work for 'guys like me,' implying systemic bias against Latino individuals. There are also references to stereotypes (e.g., 'descends from a tribe of Gypsy whores,' 'your tribe loves the fruit of the vine'), and concerns about being believed by authorities due to ethnicity. These elements indicate both explicit and implicit references to racism, prejudice, and discrimination."
ER,14,3,ERS14E03,No,
ER,14,4,ERS14E04,No,
ER,14,5,ERS14E05,No,
ER,14,6,ERS14E06,No,
ER,14,7,ERS14E07,Yes,"There are two explicit references to racism or racial prejudice in the subtitles. The character Frank twice refers to 'Pakis' in a derogatory way when blaming power issues on 'the Pakis,' which is a racial slur and an example of racial prejudice. Additionally, there are some implicit references to ethnicity (e.g., mentioning Jewish New Year, Native American culture), but the explicit use of a racial slur is clear evidence of racism or racial prejudice being present."
ER,14,8,ERS14E08,Yes,"There is an explicit discussion of racism: a character says, 'White America is so racist. It's such a shame.' and references the Watts riots and Obama, indicating a conversation about systemic racism in America. This is a clear mention of the topic of racism."
ER,14,9,ERS14E09,Yes,"There are explicit references to racism and racial prejudice in the subtitles. For example, a character uses the racial slur 'spic' and makes derogatory comments about immigrants, such as 'You should go back to Mexico' and 'I'm gonna make sure that they deport your fruit-picking... spic-nic-on-the-side-of-the-road ass.' There are also implicit references to discrimination against undocumented workers and negative stereotypes about immigrants. The episode depicts characters experiencing and discussing racial bias and prejudice."
ER,14,10,ERS14E10,Yes,"There are a few lines that suggest implicit references to racial or ethnic stereotypes and microaggressions. For example, the comment 'It's like Calcutta around here. Calcutta on a bad day,' uses a city in India as shorthand for chaos or poor conditions, which perpetuates a stereotype. Additionally, the line 'Nothing but liquor stores and churches around here,' while not directly racial, can be interpreted as referencing a stereotype about certain urban neighborhoods, which often carries racial undertones in American media. The mention of 'Conchita' and 'Bheru' in the context of workplace injuries could also be seen as referencing ethnic names in a way that might be stereotypical. While there are no explicit discussions of racism or racial prejudice, these implicit references are enough to answer Yes."
ER,14,11,ERS14E11,Yes,"There are several implicit and explicit references to race and racial prejudice. For example, there is a conversation about assumptions regarding Indian identity and arranged marriages, where a character points out the stereotype of 'every Indian person has been to India' and compares it to assuming 'every African-American has been to Africa.' There is also a scene where Dr. Pratt, a Black doctor, expresses feeling 'invisible' and not respected, and another character asks, 'Your people getting oppressed?' which, though possibly meant as a joke, references racial oppression. Additionally, Jeanie Boulet discusses her experiences as an HIV-positive person, mentioning how even her family and colleagues treated her differently, with her aunts saying, 'We'd have to sit her in the other room to eat,' which implies prejudice and stigma, often intersecting with race and health. These examples suggest the presence of racial stereotypes, microaggressions, and references to systemic inequalities."
ER,14,12,ERS14E12,No,
ER,14,13,ERS14E13,No,
ER,14,14,ERS14E14,No,
ER,14,15,ERS14E15,No,
ER,14,16,ERS14E16,No,
ER,14,17,ERS14E17,No,
ER,14,18,ERS14E18,Yes,"There is an implicit reference to prejudice and discrimination related to gender identity, which often intersects with issues of race and ethnicity in the context of systemic inequalities and social prejudice. The storyline involving Lois/Loni, a transgender character, includes parental rejection, difficulty accessing safe medical care (having to buy hormones from Mexico), and distress over being misgendered and not accepted by family. While the episode does not explicitly mention racism or racial prejudice, the themes of discrimination, bias, and systemic barriers are present, and given the instruction to answer 'Yes' if there is any doubt or related forms of prejudice, the answer is Yes."
ER,14,19,ERS14E19,Yes,"There is an explicit reference to racial stereotyping and the sexualization of Asian women when a character says, 'You'd be amazed how much men are willing to pay for the illusion of a submissive Asian concubine.' This statement invokes a common racial stereotype and implies the character has experienced or is aware of racialized expectations and prejudices. Additionally, if there is any doubt, the instruction is to answer Yes."
ER,15,1,ERS15E01,Yes,"There are several implicit references to race and racism in the subtitles. The episode centers around the death of Dr. Greg Pratt, a Black doctor, and his brother Chaz. The grief and sense of loss Chaz expresses, especially about not knowing his brother for most of his life, can be read as touching on themes of family separation and systemic inequality. There are references to volunteering in Nicaragua and Africa, which, while primarily about medical experience, often carry undertones of discussions about global health disparities and racial/ethnic inequalities. Additionally, the episode includes a diverse cast of characters (e.g., Mrs. Escalante, Marquez, Kaya), and while there is no explicit mention of racism, the inclusion of these characters and the context of their interactions in a medical setting can imply issues of racial and ethnic diversity, bias, or microaggressions. Given the guidance to answer Yes if there is any doubt, the presence of these elements suggests that race and racial issues are at least implicitly present."
ER,15,2,ERS15E02,No,
ER,15,3,ERS15E03,No,
ER,15,4,ERS15E04,No,
ER,15,5,ERS15E05,No,
ER,15,6,ERS15E06,No,
ER,15,7,ERS15E07,No,
ER,15,8,ERS15E08,No,
ER,15,9,ERS15E09,No,
ER,15,10,ERS15E10,Yes,"The episode includes a storyline about Gloria Ortiz, an undocumented immigrant who is detained by Immigration agents while in the hospital. The narrative explicitly addresses issues of immigration enforcement, family separation, and the fear of deportation, which are often intertwined with racial and ethnic discrimination in the U.S. context. The treatment of Gloria and her family, the discussion of public perception ('Go to County, get deported'), and the staff's concern about the inhumanity of separating a mother from her newborn all imply systemic inequalities and prejudice based on ethnicity and immigration status. These are implicit references to racial and ethnic discrimination."
